dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
36.969191919192724,45.56728905213087,39.203838383839106,45.52994592387818,0.6255865848580796,0.46384569829417027,0.5962418435103268,0.466134859354395,0.05484654573241238,0.04277330911740133,0.049642953955515254,0.04325815802039731,2808.4647474748826,3988.795122946129,3001.963232323349,3970.7455361692732,9.43118049178666e-05,8.627976707916044e-05,9.085297418630506e-05,8.587376914044377e-05,0.009711426513024058,0.009288690277921879,0.009531682652412693,0.009266810084405733,batik-dayak
52.59171717171135,69.12784409753415,53.3224242424187,67.75186205488566,0.542362921718972,0.30833761126927056,0.5340152379692187,0.32824553272583207,0.4041600558979272,0.3508230505922225,0.4037956802392826,0.3532061295803055,7974.141616160815,12045.029282725107,8119.441818181004,11698.456075909502,0.08288054280176414,0.065151155478942,0.08275263748598012,0.06648337004851802,0.2878898101735526,0.25524724382242014,0.2876675815693873,0.25784369305553706,batik-dayak
37.59343434343045,41.973063973057855,37.43090909090506,41.72645648402632,0.6186598689949546,0.5397339210793209,0.6120054638508606,0.5400186241447353,0.057827120523078625,0.054303459380138946,0.05594730586783468,0.05345197227397353,3060.4184848481964,3695.4755637175017,3121.6872727269747,3694.4829099066615,0.00014714314865833,0.00014037118476052142,0.00014885215794309813,0.00014047528679608754,0.012130257567682972,0.011847834602176104,0.012200498266181513,0.011852227081695978,batik-dayak
31.059898989901193,35.5789205183131,27.6927272727294,35.429343944493986,0.5379832136006852,0.44010137601118743,0.6340451606271783,0.43919062139492326,0.10812458563518111,0.05650611501979681,0.11689783393899515,0.06750614408394587,2208.162323232503,2683.427915518716,1749.0565656567053,2687.953984287223,0.001704116926844474,0.001103835523947187,0.0017893888378739753,0.0011107270787018208,0.041280951137836856,0.033224020285738856,0.042301168280249365,0.03332757234935994,batik-dayak
31.132222222222516,41.97306397305789,41.15222222222195,41.2825221916071,0.6105530800868554,0.35253366815692827,0.36994940987729025,0.3732761206439628,0.056852799059062584,0.04454487025187327,0.049929602553715924,0.045760118687221955,1851.4661616161632,3083.8571574325083,2997.525555555538,2984.7872666050685,0.00015217324762781178,0.00012665053647260136,0.000134736251402923,0.0001287117567768566,0.012335852124106051,0.011253912051931157,0.011607594557139002,0.011345120394991698,batik-dayak
40.6587878787863,51.13712886439632,39.74676767676594,54.41965105600931,0.6944465495329145,0.5635535474077378,0.7002369452008762,0.5251794032171115,0.16234265614498078,0.14835746324675253,0.1603594423601964,0.14234028118980147,5053.400606060452,7217.9435771853105,4954.826969696818,7852.596163655973,0.0039677175798389095,0.003310319808635546,0.00373288950107141,0.003083033834378797,0.06298982123993455,0.0575353787563404,0.06109737720288335,0.05552507392501875,batik-dayak
53.312626262621116,60.597898173647685,47.25474747474256,59.62360983572296,0.445404488210453,0.33961140147415086,0.5435959337051998,0.34949690565338487,0.18466030032285422,0.16434990619326023,0.18875239954734044,0.1662733585326079,6985.8180808075285,8340.748495050448,5753.492929292431,8215.783797570635,0.007831614121005208,0.006327644438163201,0.00830742781348072,0.00637871169171132,0.08849640739038624,0.07954649230584088,0.09114509209760402,0.079866837246202,batik-dayak
45.80656565656961,55.08193041525965,40.497777777781046,54.92184470971959,0.6320194760831488,0.5064244758325519,0.6975912230179505,0.5073754755263015,0.1317656643160193,0.11704604685178834,0.13470538231126647,0.12146297976951245,5640.8336363641665,7570.407101315603,4664.5222222226175,7555.345066829341,0.002615452504846986,0.001876798343145009,0.0026699010305076447,0.002032592244475058,0.05114149494145616,0.04332203069045828,0.05167108505254796,0.04508427934962539,batik-dayak
57.52868686868414,67.25528007345224,56.03979797979529,67.0001020303957,0.48806117806120286,0.34669960839036285,0.5131889450947111,0.34855282629131035,0.08878571686600856,0.07544485270476436,0.08593877924874643,0.07814176740058244,7142.0311111108895,9119.32792572066,6811.399191918972,9093.878787877584,0.0009953882256915321,0.0007572954628446761,0.0009142434445467821,0.0007595648872200689,0.03154977378193911,0.027519001850442832,0.030236458862551715,0.027560204774639628,batik-dayak
59.125959595962215,76.76390164268136,61.61909090909351,76.52861952861123,0.6166867697625931,0.4340313839242904,0.5869125738246216,0.43608526438430983,0.12292584703364118,0.09927465338976274,0.11909043706949304,0.09915408879373995,8716.340303030707,12861.79093969871,9376.273434343915,12815.169778592632,0.0011705030098973926,0.0008472500317794744,0.0010907458422614361,0.0008178932577491532,0.03421261477726297,0.029107559701553036,0.03302644156220037,0.02859883315362977,batik-dayak
45.5335353535376,57.1362105907515,48.221818181820716,56.983777165591064,0.6014631356008359,0.44724267227856607,0.5701574903414215,0.44862200086357046,0.20192010043404862,0.1680521314873058,0.18382817990307845,0.1714575878232742,5612.6038383842215,7789.308641974709,6050.920404040789,7770.024691357372,0.007559356188145307,0.005743361353332203,0.006887909397001457,0.00577542998538908,0.08694455812841484,0.0757849678586209,0.08299342984237643,0.07599624981134977,batik-dayak
27.356363636362865,36.83603713906388,27.87333333333222,38.683501683497916,0.7806741593617129,0.6421595207472371,0.75727923620492,0.6175122907163135,0.18875633406875006,0.15390228321494046,0.18640020109016753,0.1529212909203737,2903.0947474746663,4668.961738597663,3175.612323232227,4989.892561983007,0.001921033568003239,0.0014835476986830777,0.001899744923987313,0.001449449076932622,0.04382959694091698,0.038516849542545376,0.04358606341466631,0.03807163086778161,batik-dayak
50.31979797979528,61.00999897968764,45.62969696969438,61.162942556873475,0.6323574668659695,0.49695309935576365,0.6835248188538328,0.4951158055526434,0.1036549048870932,0.09281001506245076,0.1030630368459916,0.09197565116948765,5936.0307070704885,8050.683705743293,5071.8406060603675,8080.126721762042,0.0010510152025305771,0.0008162796761978325,0.0009739567391084782,0.0008080660255914791,0.032419364622561266,0.028570608607410387,0.03120827997677024,0.02842650216948049,batik-dayak
51.54747474747158,60.691562085493445,47.09929292928869,60.497806346283106,0.5820211261854661,0.45071986002137154,0.6302816460649441,0.4523603576009336,0.14072075853724847,0.12170296978211076,0.14434126969400418,0.12548439801612593,6468.267878787543,8409.367411487643,5665.137070706676,8384.280685643245,0.002203474135292505,0.0018113441882810406,0.0025381491684523293,0.0018086219200509218,0.046941177395677935,0.0425598894298498,0.05038004732483217,0.042527895786776494,batik-dayak
29.71737373737226,35.823283338429746,30.3414141414128,34.604019997954474,0.5361233281776665,0.34632452202529185,0.49014733769429847,0.3909538295995557,0.07455878702990758,0.0590495609197336,0.06673022859521972,0.06117753621882147,1883.791919191826,2661.8012447705905,2073.1571717170864,2479.976533006528,0.0002753392510967303,0.00023630121053689354,0.00026934496479944224,0.00023990834606934063,0.016593349604487044,0.015372091937563136,0.016411732534971506,0.015488974984463647,batik-dayak
31.059898989901193,35.5789205183131,27.6927272727294,35.429343944493986,0.5379832136006852,0.44010137601118743,0.6340451606271783,0.43919062139492326,0.10812458563518111,0.05650611501979681,0.11689783393899515,0.06750614408394587,2208.162323232503,2683.427915518716,1749.0565656567053,2687.953984287223,0.001704116926844474,0.001103835523947187,0.0017893888378739753,0.0011107270787018208,0.041280951137836856,0.033224020285738856,0.042301168280249365,0.03332757234935994,batik-dayak
57.26787878787321,62.024079175585705,58.154949494944475,62.06682991530615,0.4215916822939142,0.35019490564602074,0.4144204386005622,0.34892921529226983,0.09931616533059467,0.0878861529132515,0.09883590479508772,0.09117730366957481,7082.127676767169,7964.397714517932,7172.122222221637,7980.110294866851,0.0014021885521885288,0.0011224125321940494,0.001423706764615822,0.0011403284925153832,0.03744580820583966,0.03350242576581656,0.03773203896711417,0.03376875023620778,batik-dayak
58.142727272724116,68.23385368839013,56.86090909090612,68.20242832363118,0.47921677752777486,0.33860208278978815,0.5006360069623033,0.33957959799401577,0.1140658488037351,0.09568508987791237,0.10536771761659056,0.0954788803766743,7589.120909090545,9644.882563002593,7300.171414141037,9630.98010406979,0.0022602540557088843,0.0016485233995501246,0.0019022599734720552,0.0016100733127128962,0.0475421292719298,0.04060201225986373,0.04361490540482755,0.04012571884356586,batik-dayak
51.521212121205934,63.4253647586893,64.3503030302959,63.260279563301175,0.5559312985311203,0.39771486534685757,0.38785059109430736,0.40134509904189536,0.28194865962159527,0.2384786713103554,0.2468907277521646,0.23917628021676046,7065.081414140626,9611.697581878176,9740.247676766692,9553.800428526449,0.0336070298948795,0.023323420841608725,0.024416329966331817,0.023279396090766662,0.18332220240570835,0.1527200734730334,0.15625725572379612,0.15257586994923758,batik-dayak
45.31838383837831,62.39240893785474,59.05090909090294,61.74839302111204,0.654532135760323,0.4236313048663839,0.47932341915813853,0.4311488396237552,0.21436141007809548,0.17865956703435087,0.18998706306859875,0.17541374695472067,5456.299797979191,9130.282216099242,8224.267070706295,9011.196612589343,0.015506126925814701,0.010801091085110109,0.013081098867454241,0.010683721245108491,0.12452359987494219,0.10392829780723876,0.11437263163648129,0.10336208804541679,batik-dayak
50.060808080804605,59.87307417609749,43.89757575757284,59.75451484541676,0.575703071669903,0.44167665396506633,0.6640674779049998,0.44229019040998113,0.11478085953632573,0.10067121153177608,0.12395040283159844,0.10365765740357474,6180.126868686508,8152.168554228228,4896.601616161312,8143.157841035654,0.001406254463830204,0.00116196089550656,0.0015412355882052377,0.001191416566470661,0.037500059517688825,0.03408754751381449,0.03925857343568711,0.034516902619885534,batik-dayak
21.831212121210758,27.718396082028736,22.463535353534013,28.04285277012174,0.7111373424085982,0.5469534012472853,0.6816364308694859,0.5411499327153405,0.15539734424842117,0.12180391924757525,0.14565501037606252,0.11509863129421917,1273.1477777776872,1996.423018059133,1401.8718181817205,2022.1956943166736,0.0011530711151923057,0.0008933828488416301,0.0010843995510662096,0.0008618034963519346,0.03395690084787341,0.029889510682539287,0.032930222456980296,0.029356489850660528,batik-dayak
49.902727272728846,52.9719416386006,38.36020202020353,52.532802775219366,0.3049489438556131,0.24143318992729507,0.5666128775860447,0.2528725612607942,0.029636547325534373,0.0258679149835633,0.039368533257588524,0.02500123182853976,4223.072020202283,4608.315886133473,2631.6585858587473,4538.46036118704,8.871543720028615e-05,8.618607524715331e-05,9.852055912662201e-05,8.672740583210953e-05,0.009418887259134498,0.009283645579574508,0.009925752320435062,0.00931275500762849,batik-dayak
33.596565656562476,38.33741454953008,32.41484848484518,38.02938475665182,0.6818606813016925,0.5951730062990045,0.6970852949683045,0.6061323583680345,0.057720370189368535,0.05177123332846892,0.06081200273258956,0.053644721685098685,2428.856363636154,3095.192429343555,2323.3578787876713,3011.3382307923735,0.0001598714416896603,0.0001483714261939599,0.00015913682277322245,0.00014657046097862512,0.012644027906077252,0.012180781017404422,0.012614944422121821,0.012106628803206329,batik-dayak
25.73464646464581,30.97653300683258,27.574040404039355,30.8421589633677,0.5225594582441229,0.3448680308630256,0.46569632907562625,0.36474289455562114,0.07808552708391522,0.07326810280454983,0.085175378813039,0.06883859650290494,1543.9942424242033,2129.274053667768,1742.673030302977,2064.9131721250824,0.0002048413427201559,0.00018909093740659613,0.00020699418426693703,0.00018380775910149442,0.014312279438305972,0.013751034048630529,0.014387292457823223,0.013557572020885393,batik-dayak
20.770808080807846,24.50760126517457,20.575050505050207,23.699724517903885,0.734439256331034,0.6425079250324348,0.740777759544805,0.6559097241899288,0.06289117267403012,0.0524512775733664,0.06638097089892257,0.058585453729358396,919.7425252524896,1242.4649525557365,902.2071717171298,1195.7227833893278,0.00017713498622591928,0.00016107187453334008,0.00017380369350068823,0.00016235232957083256,0.013309206821817719,0.012691409477805846,0.013183462879709876,0.012741755356732939,batik-dayak
36.32888888888668,48.775533108859456,43.61959595959317,48.98408325680349,0.6492340067225247,0.45700653686335035,0.5428612419298512,0.45301109166966547,0.07123495150935334,0.0583993220248061,0.06420108805782156,0.05934380639112397,3615.825454545241,5605.285889194223,4722.244848484597,5647.635853483577,0.000266646260585634,0.0002148561912097803,0.0002337108458320899,0.00021721410231540558,0.016329306800523836,0.014657973639278394,0.015287604319581597,0.014738185177131055,batik-dayak
31.132222222222516,41.97306397305789,41.15222222222195,41.2825221916071,0.6105530800868554,0.35253366815692827,0.36994940987729025,0.3732761206439628,0.056852799059062584,0.04454487025187327,0.049929602553715924,0.045760118687221955,1851.4661616161632,3083.8571574325083,2997.525555555538,2984.7872666050685,0.00015217324762781178,0.00012665053647260136,0.000134736251402923,0.0001287117567768566,0.012335852124106051,0.011253912051931157,0.011607594557139002,0.011345120394991698,batik-dayak
29.41252525252381,41.644730129572174,36.096363636361346,41.74288337924068,0.7776374424908522,0.5637100228709864,0.677502468234034,0.5647849903566367,0.07762269919084613,0.055857210734140496,0.06932691203291658,0.0534899008032132,1856.0688888888083,3645.154984184766,2697.674949494801,3636.8293031318335,0.0002076267727783325,0.00016426780702526327,0.00021873278236919346,0.0001629353009699866,0.014409259966366507,0.01281670031736965,0.014789617384137883,0.012764611273751607,batik-dayak
54.857676767674185,55.11560044892443,43.129191919190376,55.76022854809789,0.39273522951497464,0.39820762162007045,0.6087638341878917,0.38877827892392647,0.06270281714692055,0.05383258897526685,0.06995085001809216,0.05225952840783619,5984.721515151321,5916.675033158972,3841.407373737253,6008.823589428706,0.0002055912661974031,0.00017935739708090068,0.00024124579124586666,0.00018214212653235774,0.0143384541076576,0.013392438055891865,0.01553208908182884,0.013496004095003742,batik-dayak
40.97333333333068,51.71156004488509,46.77767676767401,50.87940006121019,0.5913999712052036,0.4288315237487667,0.5479839779558879,0.4403512036114927,0.06323285607538827,0.03810169662300885,0.042342043316447545,0.041202370333563956,3610.933333333106,5051.106723803008,3993.67484848462,4948.8883787361565,0.00012539536781958798,0.00010106225612985601,0.00010534129170490378,0.00010178576527705695,0.011198007314678267,0.010052972502193369,0.010263590585409366,0.010088893164121471,batik-dayak
45.2956565656541,60.15855524945384,44.74060606060386,45.98520559125791,0.6101363659550094,0.3584631666309462,0.6073713569998654,0.594726261198953,0.07257381905102257,0.06259789972081994,0.07707843244227981,0.07614511513047566,4240.619292929095,6983.208856238018,4254.448888888734,4411.434853585647,0.0003717732884397582,0.00029690421054301316,0.0003991735537188081,0.0003840896653316195,0.019281423402844465,0.017230908581471065,0.019979328159845818,0.019598205666122078,batik-dayak
